run_id,task_id,agent_id,model_id,label,seg,proj,N,d,H,C,fisher,n_steps,n_frag,total_chars,mean_frag_len,n_tool_calls,repeat_ratio
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,200,4,0.9785311837163962,0.029861043684286423,0.035233981494019066,12,200,11341,56.705,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,3,0.9955881692414367,0.004325883951954302,0.003828489258056743,12,200,11341,56.705,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,4,0.9764546198271665,0.03235633605970432,0.04287852454481497,12,200,11341,56.705,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,3,0.9950473483252509,0.0048694026523483395,0.004084504572659949,12,200,11341,56.705,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,4,0.9904490470127841,0.012482131899770092,0.015225873622267573,12,200,11341,56.705,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,400,3,0.9965501006570879,0.00337484751168945,0.0025219861238479344,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,400,4,0.9876486103758575,0.01584959925136703,0.016429670227459406,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,400,3,0.9915674570768722,0.008225618202535766,0.00677309769711481,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,400,4,0.9757493254677182,0.03147743804218257,0.02489920778895824,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,400,3,0.9982576662693486,0.001724955338903711,0.001907807410077847,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,400,4,0.9869340102241152,0.017831692782449827,0.017398290158790984,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,400,3,0.9965501006570879,0.00337484751168945,0.0025219861238479344,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,400,4,0.9876486103758575,0.01584959925136703,0.016429670227459406,13,400,21881,54.7025,10,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,50,3,0.9866815479118952,0.013298393020181756,0.012246775996619937,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,50,4,0.9343602091429224,0.09123657523658879,0.152523256262448,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,50,3,0.9875960813160902,0.012529772045397661,0.011633095515174467,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,50,4,0.8761342846903144,0.16477617632938388,0.22339207388981425,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,50,3,0.9531891611018806,0.04463455023003577,0.04075965871661949,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,50,4,0.8793688692144987,0.15014423847501476,0.26461244686846674,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,50,3,0.9866815479118952,0.013298393020181756,0.012246775996619937,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,50,4,0.9343602091429224,0.09123657523658879,0.152523256262448,6,50,2965,59.3,5,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,100,3,0.9836467090784478,0.0160275029712813,0.018866041637080756,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,100,4,0.9756897426443818,0.0320203851857694,0.05391182145628918,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,100,3,0.9909693838375057,0.009076740615537085,0.009263955688622132,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,100,4,0.9277273865404622,0.09942555203416853,0.12670220995862627,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,100,3,0.98976965803377,0.009963352057192832,0.007815568713798852,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,100,4,0.956309198059563,0.05503678329003581,0.08216890579874782,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,100,3,0.9836467090784478,0.0160275029712813,0.018866041637080756,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,100,4,0.9756897426443818,0.0320203851857694,0.05391182145628918,9,100,6054,60.54,8,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,200,3,0.9811291519692262,0.017811143643915187,0.01514836779228556,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,200,4,0.9711900227418987,0.03415213006047857,0.039660396381996386,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,200,3,0.9938183313703012,0.006310066666021225,0.004681515927639944,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,200,4,0.9696598458658982,0.041214378529181986,0.05074222833253929,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,3,0.9931584636130759,0.0067208554462472436,0.005961861839086894,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,4,0.9812691227158821,0.023622678961874588,0.03650216926287977,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,3,0.9811291519692262,0.017811143643915187,0.01514836779228556,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,4,0.9711900227418987,0.03415213006047857,0.039660396381996386,13,200,12785,63.925,11,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,50,3,0.9842679319439268,0.014623740017540002,0.012071242133144752,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,50,4,0.9100870246130194,0.12840246692212426,0.21818541179947665,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,50,3,0.9714550995634539,0.028097973236927223,0.035383900333389944,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,50,4,0.8895016857011381,0.1544910182406346,0.29509997158986767,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,50,3,0.9856265460529614,0.013950028663489395,0.01649780905010415,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,50,4,0.9057888557510794,0.13222673208760025,0.23782070335520372,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,50,3,0.9842679319439268,0.014623740017540002,0.012071242133144752,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,50,4,0.9100870246130194,0.12840246692212426,0.21818541179947665,4,50,2802,56.04,3,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,100,3,0.9931760532358627,0.006656430660328909,0.006152504265794997,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,100,4,0.9598894079422409,0.058681839740371375,0.0788723915678661,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,100,3,0.988234109439862,0.011696806607055896,0.0111147701707268,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,100,4,0.9638822862355497,0.053975362778509714,0.08452579176399994,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,100,3,0.979496379164753,0.01960005353564403,0.018231805896977423,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,100,4,0.9469117253353443,0.06264687880446236,0.0812586448902765,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,100,3,0.9931760532358627,0.006656430660328909,0.006152504265794997,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,100,4,0.9598894079422409,0.058681839740371375,0.0788723915678661,6,100,5621,56.21,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,200,3,0.9918210263272916,0.008166038495945833,0.0074950305304093134,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,200,4,0.9719794689403891,0.03665472311216688,0.04264408241889391,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,200,3,0.9875328587434081,0.012319684285393661,0.01542844935361591,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,200,4,0.9599730643118525,0.05244780990231361,0.06812101381504798,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,3,0.9826221307310634,0.017445036686377396,0.01202800214768437,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,200,4,0.9616783841806075,0.04665878195881072,0.05686465813640135,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,3,0.9918210263272916,0.008166038495945833,0.0074950305304093134,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,200,4,0.9719794689403891,0.03665472311216688,0.04264408241889391,6,200,9646,48.23,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,400,3,0.9815970967926991,0.018067968250572424,0.01636452648111944,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_step,400,4,0.952495550521311,0.05854730773681157,0.06489674442232571,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,400,3,0.9785277219217359,0.02108341223751505,0.031455793374904666,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,cos_task,400,4,0.9392784576513202,0.07493220314083414,0.11387997222462645,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,400,3,0.9629328565156113,0.037007191794250105,0.025861484804556904,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,pca1,400,4,0.9393855691089358,0.07321754544352048,0.07990048361739426,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,400,3,0.9815970967926991,0.018067968250572424,0.01636452648111944,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,0,reason_sent,norm,400,4,0.952495550521311,0.05854730773681157,0.06489674442232571,6,400,17712,44.28,4,0.0
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13925,django__django-13925,mini-swe-agent-1.0.0,gemini-2.5-pro,1,reason_sent,cos_step,50,3,0.9978611531628652,0.0021032699526385324,0.0024000371523953184,4,50,3893,77.86,3,0.0
