seg,proj,d,N,population,n,frac_seen_median,auroc_base,auroc_chaos,auroc_full
reason_sent,cos_task,3,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5150554538839768,0.5617509315811523
reason_sent,cos_task,3,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5506672494172493,0.625696941946942
reason_sent,cos_task,3,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.5423579198579199,0.5808813408813409
reason_sent,cos_task,3,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.5423579198579199,0.5808813408813409
reason_sent,cos_task,4,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.46997500165369444,0.5418368501899911
reason_sent,cos_task,4,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.41889790764790763,0.5652877677877678
reason_sent,cos_task,4,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.5249307102066016,0.5925983213164877
reason_sent,cos_task,4,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.5261007048507048,0.6147663447663447
reason_sent,cos_task,4,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5058626955952932,0.5851986638149625
reason_sent,cos_task,4,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5379485791985792,0.6266153291153291
reason_sent,cos_task,4,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.5470820845820846,0.5793978243978244
reason_sent,cos_task,4,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.5470820845820846,0.5793978243978244
reason_sent,norm,3,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.5372082148185714,0.5395467591265554
reason_sent,norm,3,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.361562395937396,0.5371441058941058
reason_sent,norm,3,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.4993307131465026,0.5686438236353346
reason_sent,norm,3,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.4340995115995116,0.5886728549228549
reason_sent,norm,3,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5300791568363724,0.5642818372911752
reason_sent,norm,3,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5810947385947386,0.6242349317349317
reason_sent,norm,3,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.4745514208014209,0.5831809856809856
reason_sent,norm,3,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.4745514208014209,0.5831809856809856
reason_sent,norm,4,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.6040810879838893,0.5864886740311188
reason_sent,norm,4,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.49679792429792424,0.5810288322788322
reason_sent,norm,4,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.5043868285082207,0.5730107159394087
reason_sent,norm,4,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.46702589077589085,0.5953821178821179
reason_sent,norm,4,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5294947045031935,0.5647407558485658
reason_sent,norm,4,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5318555056055055,0.615598568098568
reason_sent,norm,4,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.4627447552447553,0.5768119380619381
reason_sent,norm,4,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.4627447552447553,0.5768119380619381
reason_sent,pca1,3,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.5328032783571833,0.5687870886894656
reason_sent,pca1,3,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.5815620490620491,0.6277070152070152
reason_sent,pca1,3,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.5124694434032294,0.5680030905710023
reason_sent,pca1,3,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.49288475413475413,0.6062311299811298
reason_sent,pca1,3,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.5034049199244446,0.5569140960906666
reason_sent,pca1,3,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.5475997613497613,0.6304267954267954
reason_sent,pca1,3,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.5810189810189811,0.5982310744810745
reason_sent,pca1,3,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.5810189810189811,0.5982310744810745
reason_sent,pca1,4,50,все допустимые при N,300,0.11274315406282095,0.5568912567342108,0.4691580307072667,0.550495961310902
reason_sent,pca1,4,50,фиксированная (≥400 фрагм.),164,0.075189500153771,0.5937919025419025,0.5468356643356643,0.6157158119658119
reason_sent,pca1,4,100,все допустимые при N,300,0.2254863081256419,0.5730306888923188,0.47455322690891455,0.5680146296827111
reason_sent,pca1,4,100,фиксированная (≥400 фрагм.),164,0.150379000307542,0.6074315961815963,0.455981795981796,0.603650654900655
reason_sent,pca1,4,200,все допустимые при N,300,0.4509726162512838,0.5644099067316385,0.4737577631762691,0.5496715211783123
reason_sent,pca1,4,200,фиксированная (≥400 фрагм.),164,0.300758000615084,0.6429387279387279,0.49037753912753923,0.623375652125652
reason_sent,pca1,4,400,все допустимые при N,164,0.601516001230168,0.585252664002664,0.5835471472971473,0.5927385114885115
reason_sent,pca1,4,400,фиксированная (≥400 фрагм.),164,0.601516001230168,0.585252664002664,0.5835471472971473,0.5927385114885115
step,cos_step,3,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.58378454148191,0.5543015391041706
step,cos_step,3,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,cos_step,3,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.3472222222222222,0.2152777777777778
step,cos_step,3,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,cos_step,3,200,все допустимые при N,4,0.823728813559322,,,
step,cos_step,3,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,cos_step,4,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.5406777761711972,0.46389635948846475
step,cos_step,4,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,cos_step,4,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.6041666666666666,0.22916666666666666
step,cos_step,4,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,cos_step,4,200,все допустимые при N,4,0.823728813559322,,,
step,cos_step,4,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,cos_task,3,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.46071970792365535,0.44304688002056425
step,cos_task,3,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,cos_task,3,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.2847222222222222,0.2013888888888889
step,cos_task,3,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,cos_task,3,200,все допустимые при N,4,0.823728813559322,,,
step,cos_task,3,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,cos_task,4,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.5491555410963305,0.4698644046012467
step,cos_task,4,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,cos_task,4,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.2638888888888889,0.1388888888888889
step,cos_task,4,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,cos_task,4,200,все допустимые при N,4,0.823728813559322,,,
step,cos_task,4,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,norm,3,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.58378454148191,0.5543015391041706
step,norm,3,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,norm,3,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.3472222222222222,0.2152777777777778
step,norm,3,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,norm,3,200,все допустимые при N,4,0.823728813559322,,,
step,norm,3,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,norm,4,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.5406777761711972,0.46389635948846475
step,norm,4,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,norm,4,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.6041666666666666,0.22916666666666666
step,norm,4,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,norm,4,200,все допустимые при N,4,0.823728813559322,,,
step,norm,4,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,pca1,3,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.48008900456268877,0.4506374911638069
step,pca1,3,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,pca1,3,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.2777777777777778,0.14583333333333331
step,pca1,3,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,pca1,3,200,все допустимые при N,4,0.823728813559322,,,
step,pca1,3,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
step,pca1,4,50,все допустимые при N,178,0.7092555331991952,0.46134800141379095,0.3756137941006362,0.4120944990681833
step,pca1,4,50,фиксированная (≥200 фрагм.),4,0.2059322033898305,,,
step,pca1,4,100,все допустимые при N,34,0.8065040650406504,0.20833333333333334,0.5833333333333334,0.1597222222222222
step,pca1,4,100,фиксированная (≥200 фрагм.),4,0.411864406779661,,,
step,pca1,4,200,все допустимые при N,4,0.823728813559322,,,
step,pca1,4,200,фиксированная (≥200 фрагм.),4,0.823728813559322,,,
