seg,proj,N,d,n_traj,n_tasks,auroc_base,auroc_chaos,auroc_full,delta_auroc,delta_ci_low,delta_ci_high,spearman_H_nfrag,frac_tasks_signif,median_effect_size,n_dropped_nan,n_fail,n_succ,base_cols,pr_auc_base,prec10_base,auroc_pooled_base,pr_auc_chaos,prec10_chaos,auroc_pooled_chaos,pr_auc_full,prec10_full,auroc_pooled_full,p_boot,spearman_H_nsteps_total,spearman_H_nsteps_prefix,frac_seen_median,n_tasks_both,majority_sign_share,share_positive,p_sign,n_tasks_3each,frac_tasks_signif_3each,median_effect_size_3each,n_tasks_both_C,frac_tasks_signif_C,median_effect_size_C,majority_sign_share_C,share_positive_C,p_sign_C,n_tasks_3each_C,frac_tasks_signif_3each_C,median_effect_size_3each_C,q_bh,q_sign,q_sign_C
all_sent,norm,200,3,7722,500,0.5214876147952918,0.5195960744925885,0.5293046673543101,0.007817052559018323,-0.0008970278755500583,0.0164187861343283,0.0007695329334024148,0.0,-0.06666666666666665,0,2639,5083,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3902624890626819,0.4638523167745179,0.5171876296449757,0.3642972283231519,0.3644859631197392,0.5117742704899353,0.39248196441485184,0.4754820869621629,0.5255494673229245,0.03796203796203796,-0.04786091142183121,-0.09411015971517857,0.29175799621204057,322,0.5659163987138264,0.4340836012861736,0.023163665787955978,155,0.0,-0.02564102564102566,322,0.0,0.06666666666666665,0.5673076923076923,0.5673076923076923,0.020130656416863624,155,0.0,0.022222222222222143,0.2227106227106227,0.04337026785830055,0.03851082097139128
all_sent,norm,200,4,7722,500,0.5214876147952918,0.5163993734242653,0.5257755276266854,0.0042879128313936254,-0.00557023909349205,0.014688081920791678,0.016798448440872773,0.0,-0.07692307692307687,0,2639,5083,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3902624890626819,0.4638523167745179,0.5171876296449757,0.3648622305068359,0.3541633824745779,0.5118252991250881,0.3886565030997607,0.46255339853062816,0.5225675909496895,0.1958041958041958,-0.046642101796726246,-0.11794618761876544,0.29175799621204057,322,0.5615141955835963,0.4384858044164038,0.03265528324784296,155,0.0,-0.045454545454545414,322,0.0,0.061111111111111116,0.5509554140127388,0.5509554140127388,0.08005109637327304,155,0.0,0.02564102564102555,0.42026266416510316,0.05224845319654874,0.12579458001514335
all_sent,norm,400,3,6373,500,0.5398505176902205,0.5270922318184841,0.5421462309517463,0.002295713261525778,-0.011736452049296828,0.019001622440635125,-0.014893900091970677,0.0,-0.09545454545454546,0,2338,4035,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.41362855944501187,0.45035951901361165,0.532685823255242,0.4028515072567188,0.41802736983458466,0.5212899744854422,0.41316574064925043,0.43975564914850757,0.5369006013464309,0.3886113886113886,-0.07432346611348799,-0.0914092338613219,0.5044136191677175,288,0.5875912408759124,0.4124087591240876,0.004433671963048408,128,0.0,-0.051587301587301626,288,0.0,0.09090909090909083,0.5860805860805861,0.5860805860805861,0.0052733847410481646,128,0.0,0.05108225108225106,0.5896172792724517,0.010837864798562774,0.012542104248979419
all_sent,norm,400,4,6373,500,0.5398505176902205,0.5272410228155745,0.5380466886536651,-0.0018038290365554044,-0.018743007986905716,0.01663989901047798,0.004620447114569746,0.0,-0.10912698412698413,0,2338,4035,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.41362855944501187,0.45035951901361165,0.532685823255242,0.4073288238627031,0.4323525605810902,0.5224645769533689,0.41354606194078664,0.45373120918024784,0.5336809122063891,0.5914085914085914,-0.08272239445874408,-0.12572099700298942,0.5044136191677175,288,0.5869565217391304,0.41304347826086957,0.004580967118805788,128,0.0,-0.06904761904761902,288,0.0,0.11555555555555563,0.5899280575539568,0.5899280575539568,0.003223006786580525,128,0.0,0.06666666666666665,0.7653522947640594,0.010895273147429982,0.008341899918208419
all_sent,pca1,50,3,7973,500,0.546417914410692,0.5257687896791132,0.5492190158860294,0.0028011014753374086,-0.005763448330568645,0.011105500638497096,0.02111537151585836,0.0,-0.06666666666666665,0,2709,5264,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.4054013661259768,0.45874999999999994,0.5443170196496874,0.36746090041085094,0.39249999999999996,0.5203211026287473,0.40479175877653717,0.46125,0.5476098611966641,0.24475524475524477,0.00181435218328547,-0.00022218556416698625,0.0748502994011976,337,0.5623100303951367,0.4376899696048632,0.027283376026257026,159,0.0,-0.05128205128205132,337,0.0,0.06666666666666665,0.5661538461538461,0.5661538461538461,0.01967963959099978,159,0.0,0.05454545454545445,0.4769698386719663,0.04884895924181867,0.03851082097139128
all_sent,pca1,50,4,7973,500,0.546417914410692,0.5302189168300002,0.5524077386402626,0.005989824229570617,-0.0029965364396956073,0.015227573786581816,0.0454119068504314,0.0,-0.1333333333333333,0,2709,5264,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.4054013661259768,0.45874999999999994,0.5443170196496874,0.3774752189054415,0.4025,0.5268396056261858,0.4078746635968987,0.46625000000000005,0.5506545641512419,0.08591408591408592,0.00885448461778639,0.024678043091328677,0.0748502994011976,337,0.607250755287009,0.39274924471299094,0.0001128593770883741,159,0.0,-0.11111111111111116,337,0.0,0.1272727272727272,0.5903614457831325,0.5903614457831325,0.0011710339385192035,159,0.0,0.1272727272727272,0.28001628001628004,0.0004729345325608057,0.004015126926326791
all_sent,pca1,100,3,7927,500,0.5201027117067435,0.5178989522639912,0.5215538188392108,0.001451107132467322,-0.008055458163958373,0.010748269619839268,0.05653449686617597,0.0,-0.1428571428571429,0,2696,5231,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3852626165928548,0.45346708064644536,0.5177205182866125,0.359100461957887,0.3677732664596768,0.5123983037098512,0.38386559144426047,0.4383329352758539,0.5190991475720809,0.36163836163836166,0.028338995307235833,-0.02606084735567977,0.1488095238095238,335,0.6090909090909091,0.39090909090909093,8.754324571286202e-05,158,0.0,-0.12727272727272732,335,0.0,0.1428571428571428,0.6090909090909091,0.6090909090909091,8.754324571286202e-05,158,0.0,0.1261363636363636,0.5682888540031398,0.0003851902811365929,0.00042798920126288097
all_sent,pca1,100,4,7927,500,0.5201027117067435,0.5264032359612086,0.5289738933447243,0.00887118163798084,-0.003710883757780846,0.021419633555495695,0.07398716825086434,0.0,-0.19999999999999996,0,2696,5231,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3852626165928548,0.45346708064644536,0.5177205182866125,0.37804154818333074,0.4181434599156118,0.5220175800849421,0.3899967139548357,0.45720882095374576,0.5261324437117912,0.07792207792207792,0.03456073767725396,-0.010522709510116756,0.1488095238095238,335,0.6441717791411044,0.3558282208588957,2.155051757092168e-07,158,0.0,-0.13553113553113555,335,0.0,0.19999999999999996,0.6380368098159509,0.6380368098159509,7.069971989033115e-07,158,0.0,0.1277389277389277,0.26373626373626374,1.942305148047938e-06,4.785827192576262e-06
all_sent,pca1,200,3,7722,500,0.5214876147952918,0.5096820928967883,0.5212166390818365,-0.000270975713455357,-0.007559279751768924,0.00681693740743211,0.12488494763273864,0.0,-0.10555555555555557,0,2639,5083,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3902624890626819,0.4638523167745179,0.5171876296449757,0.3596307122877002,0.3745574855252275,0.5012937194075132,0.3880500074956528,0.45605150910653763,0.5173543207015159,0.5164835164835165,0.03129479398042992,-0.11471226571101666,0.29175799621204057,322,0.5910543130990416,0.40894568690095845,0.0015087459503064667,155,0.0,-0.09090909090909094,322,0.0,0.11250000000000004,0.5955414012738853,0.5955414012738853,0.0008420484281212173,155,0.0,0.09090909090909083,0.714116652578191,0.004425654787565636,0.0030875109031111296
all_sent,pca1,200,4,7722,500,0.5214876147952918,0.5245674654847814,0.5308890439688134,0.009401429173521603,-0.0029203900543096706,0.02187490154254531,0.15738030394566854,0.0,-0.16666666666666663,0,2639,5083,"n_steps,total_chars,mean_frag_len,n_tool_calls,repeat_ratio",0.3902624890626819,0.4638523167745179,0.5171876296449757,0.382117145621069,0.4288035809857442,0.5179329682779316,0.3960351811830119,0.45864107429572326,0.5267913007843947,0.06993006993006994,0.04692449702187859,-0.12640160124737018,0.29175799621204057,322,0.6559485530546624,0.3440514469453376,4.089608332063401e-08,155,0.0,-0.12727272727272732,322,0.0,0.19374999999999998,0.6507936507936508,0.6507936507936508,9.529243599048023e-08,155,0.0,0.1282051282051282,0.24615384615384617,5.141221903165419e-07,1.0482167958952825e-06
